age_upon_outcome,animal_id,animal_type,breed,color,date_of_birth,datetime,name,outcome_subtype,outcome_type,sex_upon_outcome
7 years,A534644,Dog,Pit Bull Mix,Brown/White,2007-02-12T00:00:00,2014-07-02T14:20:00,Rusty,partner,Return to Owner,Neutered Male
1 year,A652954,Dog,German Shepherd/Labrador Retriever,Brown/Black,2012-12-17T00:00:00,2014-02-03T11:40:00,Max,partner,Adoption,Neutered Male
1 year,A663863,Dog,Australian Shepherd Mix,Brown/White,2012-09-25T00:00:00,2014-02-09T13:29:00,*Suki,Foster,Adoption,Spayed Female
1 year,A680106,Cat,Domestic Shorthair Mix,Brown Tabby,2013-05-29T00:00:00,2014-05-29T08:00:00,Lucy,SCRP,Transfer,Unknown
2 months,A680967,Cat,Domestic Shorthair Mix,Orange Tabby/White,2014-06-03T00:00:00,2014-08-05T17:00:00,*Bandit,partner,Adoption,Neutered Male
6 months,A664853,Other,Bat Mix,Brown,2013-04-10T00:00:00,2013-10-10T09:50:00,Lucy,partner,Disposal,Unknown
2 months,A685396,Dog,German Shepherd,Black/Tan,2014-06-06T00:00:00,2014-08-10T17:28:00,*Walter,partner,Adoption,Neutered Male
5 months,A685783,Dog,Chihuahua Shorthair,Black/Tan,2014-03-12T00:00:00,2014-08-18T19:01:00,*Gabby,partner,Adoption,Spayed Female
10 months,A669719,Cat,Domestic Shorthair Mix,Orange Tabby,2013-02-26T00:00:00,2013-12-29T13:59:00,Lucy,Partner,Transfer,Neutered Male
1 year,A664879,Cat,Domestic Shorthair Mix,Orange Tabby/White,2012-10-10T00:00:00,2013-10-10T16:59:00,Lucy,SCRP,Transfer,Intact Female
10 months,A671751,Dog,Shetland Sheepdog/Dachshund Longhair,Brown/White,2013-03-30T00:00:00,2014-02-08T15:40:00,*Steven,Offsite,Adoption,Neutered Male
4 years,A665095,Dog,Dachshund Mix,Red/Buff,2009-10-17T00:00:00,2013-10-18T13:23:00,Paddy,Partner,Transfer,Neutered Male
4 months,A674311,Dog,Bruss Griffon Mix,White/Tan,2013-10-27T00:00:00,2014-03-15T17:49:00,Bonita Bubbl,partner,Adoption,Spayed Female
2 months,A668738,Dog,Jack Russell Terrier Mix,Tan/White,2013-10-27T00:00:00,2013-12-28T18:34:00,Davidson,Foster,Adoption,Neutered Male
1 year,A656539,Dog,Plott Hound,Brown Brindle/White,2013-01-01T00:00:00,2014-01-10T13:14:00,Pepper,partner,Adoption,Spayed Female
2 years,A679268,Dog,Pit Bull Mix,White/Brown,2011-12-18T00:00:00,2014-05-18T16:47:00,Socks,partner,Return to Owner,Spayed Female
2 months,A664751,Cat,Domestic Shorthair Mix,Tortie/White,2013-08-26T00:00:00,2013-11-06T08:56:00,*Adelaide,Offsite,Adoption,Spayed Female
1 year,A664379,Dog,Border Terrier Mix,Brown/White,2012-10-02T00:00:00,2013-10-05T17:40:00,Miley,partner,Return to Owner,Spayed Female
1 year,A670020,Other,Raccoon Mix,Gray/Black,2013-01-01T00:00:00,2014-01-01T09:17:00,Lucy,Enroute,Died,Unknown
3 years,A676236,Dog,Pit Bull Mix,Brown Brindle,2011-04-06T00:00:00,2014-04-10T11:41:00,Lucy,Aggressive,Euthanasia,Intact Male
3 weeks,A680924,Cat,Domestic Shorthair Mix,Black,2014-05-19T00:00:00,2014-06-10T12:51:00,Lucy,Partner,Transfer,Intact Male
1 month,A683906,Cat,Domestic Shorthair Mix,Black,2014-05-20T00:00:00,2014-07-20T14:09:00,Bandit,Partner,Transfer,Intact Female
1 year,A686715,Dog,Pit Bull Mix,Brown Brindle/White,2013-02-25T00:00:00,2014-08-27T11:21:00,Lucy,Suffering,Euthanasia,Intact Female
2 months,A683593,Cat,Domestic Shorthair Mix,Brown Tabby/White,2014-04-27T00:00:00,2014-07-26T18:01:00,Rocky,partner,Adoption,Neutered Male
2 years,A685031,Other,Bat,Brown,2012-08-01T00:00:00,2014-08-07T12:02:00,Lucy,Rabies Risk,Euthanasia,Unknown
5 months,A682072,Dog,Chihuahua Shorthair Mix,White/Brown,2014-01-10T00:00:00,2014-06-27T17:24:00,Lucy,partner,Adoption,Neutered Male
1 year,A681370,Dog,Miniature Poodle Mix,White,2013-06-15T00:00:00,2014-06-22T18:20:00,Lucas,partner,Adoption,Neutered Male
1 year,A676522,Dog,Basset Hound Mix,Brown Brindle/White,2012-10-11T00:00:00,2014-04-12T18:07:00,Tigger,partner,Return to Owner,Neutered Male
3 years,A681091,Cat,Domestic Shorthair Mix,Orange Tabby,2011-06-12T00:00:00,2014-06-19T14:34:00,*Milburn,Partner,Transfer,Neutered Male
7 years,A488066,Dog,Border Collie Mix,Brown/White,2007-01-01T00:00:00,2014-06-30T11:37:00,Doc,partner,Adoption,Neutered Male
1 year,A671303,Dog,Labrador Retriever Mix,Black,2013-01-22T00:00:00,2014-01-23T14:55:00,Cracker,partner,Adoption,Spayed Female
2 weeks,A680857,Bird,Duck,Yellow/Black,2014-05-25T00:00:00,2014-06-10T00:00:00,Lucy,Partner,Transfer,Unknown
5 years,A667996,Dog,Labrador Retriever,Buff/Tan,2008-11-26T00:00:00,2013-12-03T11:07:00,Tripp,Partner,Transfer,Neutered Male
2 months,A677195,Cat,Domestic Shorthair Mix,Calico,2014-03-23T00:00:00,2014-05-25T18:26:00,Rosie,partner,Adoption,Spayed Female
2 months,A683285,Cat,Domestic Shorthair Mix,Brown Tabby,2014-04-16T00:00:00,2014-07-12T19:56:00,Lucy,partner,Adoption,Spayed Female
10 months,A673345,Cat,Domestic Shorthair Mix,Orange Tabby,2013-04-22T00:00:00,2014-02-26T15:15:00,Lucy,SCRP,Transfer,Intact Male
2 years,A677744,Dog,German Shepherd/Collie Smooth,Black,2012-04-28T00:00:00,2014-05-04T07:49:00,Lucy,Offsite,Adoption,Spayed Female
4 months,A675342,Cat,Domestic Shorthair Mix,Calico/Blue Tabby,2013-12-26T00:00:00,2014-05-09T13:06:00,*Jenny,Partner,Transfer,Spayed Female
5 months,A686871,Cat,Domestic Medium Hair Mix,Brown Tabby,2014-02-28T00:00:00,2014-08-29T09:00:00,Lucy,SCRP,Transfer,Intact Female
2 months,A673822,Dog,German Shepherd Mix,Brown/White,2013-12-19T00:00:00,2014-03-07T18:17:00,*Sara,partner,Adoption,Spayed Female
1 year,A683331,Cat,Domestic Shorthair Mix,Blue Tabby,2013-07-09T00:00:00,2014-07-21T10:43:00,Lucy,Partner,Transfer,Spayed Female
2 months,A680664,Cat,Domestic Shorthair Mix,Calico,2014-04-05T00:00:00,2014-06-15T17:35:00,Lucy,partner,Adoption,Spayed Female
4 years,A679995,Other,Bat Mix,Brown,2010-05-28T00:00:00,2014-05-28T17:48:00,Lucy,partner,Died,Unknown
2 months,A665072,Cat,Domestic Shorthair Mix,Blue,2013-09-13T00:00:00,2013-12-07T14:57:00,*Moe,Offsite,Adoption,Neutered Male
1 year,A680834,Cat,Domestic Medium Hair Mix,Black/White,2013-06-08T00:00:00,2014-06-13T08:00:00,Lucy,SCRP,Transfer,Spayed Female
3 years,A673086,Dog,Maltese,White,2011-02-19T00:00:00,2014-03-06T17:40:00,*Candy,partner,Adoption,Spayed Female
5 months,A686850,Cat,Domestic Shorthair Mix,Cream Tabby,2014-03-27T00:00:00,2014-08-30T17:12:00,Charlie,partner,Adoption,Neutered Male
1 year,A681446,Other,Bat,Brown,2013-06-16T00:00:00,2014-06-16T17:12:00,Lucy,partner,Euthanasia,Unknown
1 week,A665370,Dog,Labrador Retriever Mix,Sable,2013-10-09T00:00:00,2013-10-16T18:41:00,Lucy,Partner,Transfer,Intact Male
1 year,A682851,Dog,Dachshund/Pit Bull,Brown Brindle,2013-07-03T00:00:00,2014-07-07T16:59:00,Lucy,partner,Adoption,Neutered Male
1 year,A664992,Dog,Australian Cattle Dog Mix,Brown/Black,2012-04-12T00:00:00,2013-10-15T13:27:00,Lucy,Partner,Transfer,Intact Female
3 months,A666184,Cat,Domestic Shorthair Mix,Black/White,2013-07-28T00:00:00,2013-11-11T16:37:00,*Buster,partner,Adoption,Neutered Male
2 months,A673613,Dog,Miniature Schnauzer Mix,White/Buff,2014-01-22T00:00:00,2014-03-26T18:42:00,Milo,Foster,Adoption,Neutered Male
7 years,A675790,Dog,Australian Cattle Dog Mix,Black/White,2007-04-01T00:00:00,2014-04-01T14:39:00,Annie,partner,Return to Owner,Spayed Female
9 months,A662735,Dog,Border Collie/Labrador Retriever,Black/White,2013-01-08T00:00:00,2013-11-01T19:08:00,*Linux,partner,Adoption,Neutered Male
4 weeks,A686412,Cat,Domestic Shorthair Mix,Black/White,2014-07-21T00:00:00,2014-08-21T18:04:00,Lucy,Partner,Transfer,Intact Male
1 year,A673567,Other,Raccoon Mix,Gray/Black,2013-02-26T00:00:00,2014-02-26T15:22:00,Lucy,Suffering,Euthanasia,Unknown
1 year,A659614,Cat,Domestic Medium Hair Mix,Black/White,2012-07-27T00:00:00,2014-02-04T12:13:00,Alexandra,Partner,Transfer,Spayed Female
1 year,A680781,Cat,Domestic Longhair Mix,Black,2013-06-07T00:00:00,2014-06-07T18:36:00,Lucy,Partner,Transfer,Intact Female
7 years,A674256,Other,Raccoon Mix,Black/Gray,2007-03-10T00:00:00,2014-03-10T14:00:00,Lucy,Suffering,Euthanasia,Unknown
3 years,A673339,Dog,Miniature Schnauzer/Australian Cattle Dog,Gray/White,2011-02-22T00:00:00,2014-03-01T18:07:00,Snowy,partner,Adoption,Neutered Male
15 years,A674477,Dog,Miniature Poodle,White,1999-03-13T00:00:00,2014-03-17T11:43:00,Samson,partner,Return to Owner,Neutered Male
6 years,A659021,Dog,Beauceron Mix,Black/Tan,2007-07-18T00:00:00,2013-10-21T15:08:00,*Melly,Partner,Transfer,Spayed Female
2 years,A668882,Cat,Domestic Shorthair Mix,White,2011-12-11T00:00:00,2013-12-28T18:57:00,Jethro,partner,Adoption,Neutered Male
2 weeks,A685523,Cat,Domestic Shorthair Mix,Brown Tabby,2014-07-24T00:00:00,2014-08-08T18:20:00,Lucy,Partner,Transfer,Intact Female
1 year,A676960,Dog,Pit Bull Mix,Fawn/White,2013-04-17T00:00:00,2014-05-19T17:45:00,*Derek,Partner,Transfer,Neutered Male
3 years,A678178,Dog,Golden Retriever Mix,Red,2011-05-05T00:00:00,2014-06-21T18:41:00,Brandy,partner,Return to Owner,Spayed Female
8 years,A676217,Dog,Pit Bull Mix,Red,2006-04-06T00:00:00,2014-08-03T15:42:00,*Theodore,partner,Adoption,Neutered Male
4 years,A549989,Cat,Domestic Shorthair Mix,Black/White,2009-05-09T00:00:00,2013-10-12T18:58:00,Bert,partner,Adoption,Neutered Male
8 years,A650242,Cat,Domestic Shorthair Mix,Black/White,2005-03-25T00:00:00,2013-12-21T15:04:00,Abel,partner,Adoption,Neutered Male
3 years,A674202,Dog,Chihuahua Shorthair Mix,Buff/Tan,2011-03-09T00:00:00,2014-03-13T17:03:00,Lucy,partner,Adoption,Spayed Female
2 years,A669769,Dog,Jack Russell Terrier Mix,White/Tan,2011-12-26T00:00:00,2014-01-01T12:09:00,Skip,Partner,Transfer,Neutered Male
6 years,A548085,Dog,Pit Bull Mix,Black/White,2007-07-08T00:00:00,2014-06-24T18:59:00,Diezle,partner,Return to Owner,Intact Male
2 years,A671251,Dog,Pit Bull Mix,Fawn/White,2012-01-21T00:00:00,2014-01-23T14:06:00,Buffy,partner,Return to Owner,Spayed Female
10 months,A672595,Dog,Border Terrier Mix,Tan,2013-04-13T00:00:00,2014-03-02T12:36:00,Lucy,Partner,Transfer,Intact Male
1 year,A667535,Cat,Domestic Shorthair Mix,Black,2012-11-19T00:00:00,2013-11-20T15:28:00,Lucy,SCRP,Transfer,Intact Female
3 months,A662491,Cat,Domestic Shorthair Mix,Brown Tabby,2013-08-13T00:00:00,2013-11-14T19:07:00,*Caramel,partner,Adoption,Spayed Female
8 months,A667333,Dog,Doberman Pinsch Mix,Chocolate/Tan,2013-02-19T00:00:00,2013-11-16T17:58:00,Lucky,partner,Return to Owner,Intact Female
6 years,A609042,Cat,Russian Blue Mix,Blue,2007-09-01T00:00:00,2014-06-23T11:52:00,Yuri,partner,Adoption,Neutered Male
3 years,A623834,Dog,Pit Bull Mix,Tan/White,2010-10-07T00:00:00,2014-01-24T14:21:00,Honey,partner,Return to Owner,Intact Female
11 months,A676199,Dog,Beagle/Dachshund,Tricolor,2013-08-06T00:00:00,2014-07-27T18:52:00,Honey,partner,Return to Owner,Spayed Female
5 years,A582002,Dog,German Shepherd/Labrador Retriever,Brown/Tan,2008-12-04T00:00:00,2014-05-20T17:54:00,Rocky,partner,Return to Owner,Neutered Male
1 year,A685629,Dog,Boston Terrier Mix,Brown Brindle/White,2013-08-10T00:00:00,2014-08-10T15:50:00,Tango,partner,Return to Owner,Neutered Male
2 years,A684973,Cat,Domestic Shorthair Mix,Black,2012-07-31T00:00:00,2014-08-01T09:00:00,Lucy,SCRP,Transfer,Intact Female
2 years,A665432,Other,Bat Mix,Brown,2011-10-17T00:00:00,2013-10-17T18:41:00,Lucy,Rabies Risk,Euthanasia,Unknown
2 years,A670349,Dog,German Wirehaired Pointer,Blue Tick,2012-01-06T00:00:00,2014-01-10T18:38:00,Lucy,Partner,Transfer,Spayed Female
2 months,A681799,Cat,Domestic Shorthair Mix,Brown Tabby/White,2014-04-28T00:00:00,2014-07-09T13:14:00,*Jonathan,partner,Adoption,Neutered Male
2 months,A681738,Dog,Yorkshire Terrier Mix,Black/Tan,2014-04-04T00:00:00,2014-06-19T19:10:00,Scruffy,Partner,Transfer,Intact Male
1 year,A679245,Dog,Cairn Terrier Mix,Brown,2013-05-17T00:00:00,2014-06-14T14:36:00,Mango,partner,Adoption,Neutered Male
10 years,A681001,Cat,Domestic Shorthair Mix,Cream Tabby/White,2004-06-11T00:00:00,2014-06-12T12:23:00,Lucy,Suffering,Euthanasia,Intact Female
1 year,A675450,Dog,Chinese Sharpei Mix,Brown,2013-03-27T00:00:00,2014-06-27T15:02:00,Westley,partner,Return to Owner,Neutered Male
2 years,A673239,Other,Raccoon Mix,Gray/Black,2012-02-20T00:00:00,2014-02-20T17:01:00,Lucy,Rabies Risk,Euthanasia,Unknown
1 month,A679650,Dog,Chihuahua Shorthair Mix,White,2014-03-24T00:00:00,2014-05-24T14:05:00,Lucy,Partner,Transfer,Intact Female
2 years,A683095,Dog,Basset Hound/Australian Cattle Dog,White/Brown,2012-07-07T00:00:00,2014-07-18T17:34:00,Diamond,partner,Adoption,Neutered Male
8 years,A620089,Dog,Jack Russell Terrier/Maltese,White/Black,2005-02-13T00:00:00,2014-01-15T11:17:00,Grumpo,partner,Return to Owner,Neutered Male
3 months,A675344,Cat,Domestic Shorthair Mix,Torbie,2013-12-26T00:00:00,2014-03-28T15:04:00,Lucy,SCRP,Transfer,Intact Female
3 months,A661694,Cat,Domestic Shorthair Mix,Black Tabby,2013-07-16T00:00:00,2013-10-20T12:25:00,Lucy,Partner,Transfer,Neutered Male
3 months,A675534,Dog,Shetland Sheepdog/Cardigan Welsh Corgi,Black/Tan,2013-12-13T00:00:00,2014-04-01T18:25:00,Cookie-Poo,partner,Return to Owner,Spayed Female
1 year,A681809,Cat,Domestic Shorthair Mix,Black,2013-06-20T00:00:00,2014-06-20T18:29:00,Lucy,Partner,Transfer,Intact Female
1 month,A667499,Cat,Domestic Shorthair Mix,Brown Tabby,2013-09-27T00:00:00,2013-11-20T15:08:00,Lucy,Suffering,Euthanasia,Intact Male
0 years,A678821,Cat,Domestic Shorthair Mix,Black,2014-05-13T00:00:00,2014-05-13T13:20:00,Lucy,Partner,Transfer,Unknown
6 years,A677760,Dog,German Shepherd Mix,Black/Tan,2008-04-29T00:00:00,2014-05-01T16:39:00,Lucky,partner,Return to Owner,Neutered Male
3 years,A679611,Dog,Chow Chow/German Shepherd,Red/Black,2011-05-23T00:00:00,2014-06-09T11:05:00,Lucy,Aggressive,Euthanasia,Intact Male
3 years,A674446,Dog,Australian Kelpie Mix,Brown/White,2011-03-13T00:00:00,2014-04-16T12:31:00,Ranger,partner,Return to Owner,Neutered Male
1 year,A670735,Other,Skunk Mix,Black/White,2013-01-13T00:00:00,2014-01-13T13:09:00,Lucy,Rabies Risk,Euthanasia,Unknown
11 months,A682829,Cat,Domestic Shorthair Mix,Blue/White,2013-09-03T00:00:00,2014-08-28T17:08:00,Kitty Lou,partner,Adoption,Spayed Female
1 year,A664453,Dog,Staffordshire Mix,Brown Brindle/White,2012-10-03T00:00:00,2013-10-21T18:54:00,Bruno Beau,partner,Adoption,Neutered Male
3 years,A676544,Dog,Chihuahua Shorthair Mix,Tan,2011-04-11T00:00:00,2014-04-15T16:58:00,Lucy,Partner,Transfer,Intact Female
2 years,A636427,Dog,Pit Bull Mix,Brown/White,2011-09-05T00:00:00,2014-06-18T17:16:00,*Haley,partner,Adoption,Spayed Female
7 years,A675164,Dog,Labrador Retriever Mix,Yellow,2007-03-24T00:00:00,2014-06-10T13:32:00,Bama,partner,Adoption,Neutered Male
3 months,A680121,Dog,Golden Retriever Mix,Red/White,2014-03-15T00:00:00,2014-07-01T18:47:00,Daisy,partner,Adoption,Spayed Female
1 year,A676116,Cat,Domestic Shorthair Mix,Brown Tabby/White,2013-04-04T00:00:00,2014-04-14T16:22:00,*Girly,Partner,Transfer,Spayed Female
8 years,A679774,Dog,Labrador Retriever,Tan/White,2006-05-26T00:00:00,2014-05-27T13:18:00,Ginger,partner,Return to Owner,Spayed Female
1 weeks,A683310,Dog,Labrador Retriever Mix,Black/White,2014-07-01T00:00:00,2014-07-10T09:28:00,Lucy,Suffering,Euthanasia,Intact Male
2 years,A683580,Dog,Chihuahua Shorthair Mix,Black/White,2012-07-12T00:00:00,2014-07-12T14:09:00,Jack,partner,Return to Owner,Neutered Male
1 year,A677523,Dog,Chihuahua Shorthair Mix,Brown,2013-04-26T00:00:00,2014-04-29T16:22:00,Candy,partner,Return to Owner,Spayed Female
7 years,A465830,Cat,Domestic Shorthair Mix,Black/White,2006-12-11T00:00:00,2014-04-21T13:52:00,No Name,partner,Adoption,Neutered Male
2 years,A667308,Cat,Domestic Shorthair Mix,Torbie/White,2011-11-15T00:00:00,2013-11-17T18:23:00,Sammie,partner,Return to Owner,Spayed Female
10 months,A663987,Dog,Pit Bull Mix,Blue,2012-11-27T00:00:00,2013-10-03T17:45:00,Dodie,partner,Adoption,Spayed Female
2 years,A677350,Dog,Pit Bull Mix,Blue/White,2012-04-23T00:00:00,2014-04-24T18:41:00,Louie,partner,Return to Owner,Intact Male
1 year,A683113,Other,Bat Mix,Brown,2013-07-07T00:00:00,2014-07-07T14:03:00,Lucy,Rabies Risk,Euthanasia,Unknown
3 months,A665873,Cat,Domestic Shorthair Mix,Tortie,2013-08-03T00:00:00,2013-11-15T18:02:00,Trixie,Partner,Transfer,Intact Female
3 years,A670622,Dog,German Shepherd Mix,Black/Tan,2011-01-17T00:00:00,2014-01-22T16:59:00,Sam,partner,Adoption,Spayed Female
2 years,A674886,Dog,Dogue De Bordeaux Mix,Red/White,2012-03-19T00:00:00,2014-04-20T14:35:00,*Roy,partner,Adoption,Neutered Male
9 months,A669538,Dog,Rottweiler,Black/Tan,2013-03-22T00:00:00,2013-12-30T16:39:00,Norman,partner,Adoption,Intact Male
2 years,A681212,Dog,Irish Terrier Mix,Tan,2012-06-13T00:00:00,2014-06-27T14:32:00,Lucy,Partner,Transfer,Intact Male
2 months,A681505,Cat,Domestic Shorthair Mix,Brown Tabby/White,2014-04-17T00:00:00,2014-06-26T14:03:00,*Hamilton,partner,Adoption,Neutered Male
3 months,A685634,Dog,Border Collie Mix,Black/White,2014-05-10T00:00:00,2014-08-15T16:09:00,Bravo,partner,Return to Owner,Neutered Male
2 years,A678193,Dog,Chinese Crested/Chihuahua Longhair,White/Black,2012-05-05T00:00:00,2014-05-10T12:52:00,Icy,Partner,Transfer,Spayed Female
2 years,A673611,Dog,German Shepherd Mix,Black/Brown,2012-02-27T00:00:00,2014-03-07T15:46:00,Blackie,Aggressive,Euthanasia,Intact Male
1 week,A685283,Cat,Domestic Shorthair Mix,Orange Tabby,2014-07-29T00:00:00,2014-08-05T12:47:00,Lucy,Partner,Transfer,Intact Male
2 years,A667242,Dog,Schipperke Mix,Black,2011-11-14T00:00:00,2013-11-23T12:36:00,Lily Pearl,partner,Adoption,Spayed Female
1 year,A670460,Dog,Chihuahua Shorthair Mix,Tan/White,2013-01-08T00:00:00,2014-01-08T15:41:00,Lucy,Suffering,Euthanasia,Intact Female
1 year,A666478,Dog,Miniature Schnauzer/Yorkshire Terrier,Black/White,2012-11-01T00:00:00,2013-11-04T17:51:00,Bleu,partner,Adoption,Spayed Female
3 weeks,A686624,Cat,Domestic Shorthair Mix,Black,2014-08-02T00:00:00,2014-08-24T15:34:00,Lucy,Partner,Transfer,Intact Female
3 months,A681284,Dog,Australian Cattle Dog/Labrador Retriever,Tan/White,2014-03-26T00:00:00,2014-06-26T11:55:00,*Sandy,Partner,Transfer,Spayed Female
5 months,A665972,Dog,Plott Hound Mix,Brown Brindle,2013-05-25T00:00:00,2013-11-10T18:16:00,Simba,partner,Adoption,Neutered Male
2 months,A680415,Cat,Domestic Shorthair Mix,Blue Tabby/White,2014-04-17T00:00:00,2014-07-09T09:44:00,*Skittles,Foster,Adoption,Neutered Male
5 months,A666028,Dog,Border Collie Mix,Black/White,2013-06-26T00:00:00,2013-12-02T09:47:00,Pinto,In Kennel,Died,Unknown
2 years,A673392,Dog,Chihuahua Shorthair Mix,Buff,2012-02-23T00:00:00,2014-03-30T18:28:00,*Lucy,partner,Adoption,Spayed Female
2 months,A683423,Dog,Labrador Retriever/Pit Bull,Black/White,2014-05-10T00:00:00,2014-07-14T18:30:00,Piper,partner,Adoption,Spayed Female
4 years,A572004,Dog,Labrador Retriever/Border Collie,Tricolor,2010-03-05T00:00:00,2014-06-16T14:19:00,Raven,partner,Return to Owner,Spayed Female
2 years,A666427,Other,Raccoon Mix,Black/White,2011-11-01T00:00:00,2013-11-01T11:37:00,Lucy,Suffering,Euthanasia,Unknown
3 months,A670607,Dog,Labrador Retriever Mix,Black,2013-09-26T00:00:00,2014-01-18T17:31:00,Bear,partner,Adoption,Neutered Male
2 years,A664529,Cat,Domestic Shorthair Mix,Brown Tabby/White,2011-10-04T00:00:00,2013-10-14T19:10:00,*Magic,partner,Adoption,Spayed Female
2 years,A668925,Dog,German Shepherd Mix,Sable/Black,2011-12-11T00:00:00,2014-01-03T17:16:00,Sascha,partner,Adoption,Spayed Female
1 year,A666760,Dog,German Shepherd Mix,Brown/White,2012-11-06T00:00:00,2013-11-08T17:41:00,Amy,partner,Return to Owner,Spayed Female
6 months,A668000,Dog,Entlebucher Mix,Black/Tan,2013-05-26T00:00:00,2013-11-30T17:41:00,*Corky,Partner,Transfer,Intact Male
5 months,A678297,Other,Bat Mix,Brown,2013-11-06T00:00:00,2014-05-07T08:40:00,Lucy,partner,Disposal,Unknown
1 month,A683155,Cat,Domestic Shorthair Mix,Brown Tabby,2014-06-07T00:00:00,2014-07-18T15:03:00,Lucy,Partner,Transfer,Intact Female
11 years,A678179,Dog,Chow Chow Mix,Gray,2003-05-05T00:00:00,2014-05-07T14:18:00,Maggie,partner,Return to Owner,Spayed Female
10 months,A668753,Cat,Maine Coon Mix,Brown Tabby,2013-02-09T00:00:00,2013-12-14T19:10:00,Bruce,partner,Adoption,Neutered Male
1 year,A671166,Dog,Basenji/Chihuahua Shorthair,Red/White,2013-01-20T00:00:00,2014-01-24T14:27:00,Lucy,Partner,Transfer,Intact Male
2 years,A669859,Dog,Pit Bull Mix,Red/White,2011-12-28T00:00:00,2014-01-08T16:10:00,*Mack,Behavior,Euthanasia,Intact Male
2 years,A674141,Dog,Pit Bull Mix,Blue,2012-03-07T00:00:00,2014-03-31T13:09:00,Zak,Behavior,Euthanasia,Neutered Male
2 months,A676924,Dog,Great Pyrenees Mix,Buff,2014-02-02T00:00:00,2014-04-21T19:14:00,Lucy,partner,Adoption,Neutered Male
3 months,A665474,Cat,Domestic Shorthair Mix,Black,2013-08-27T00:00:00,2013-12-26T17:56:00,*Molly,partner,Adoption,Spayed Female
2 years,A675345,Dog,Dachshund Mix,Blue/White,2012-03-26T00:00:00,2014-03-31T18:21:00,Lucy,partner,Adoption,Neutered Male
9 months,A669760,Dog,German Shepherd Mix,Tan/Brown,2013-06-26T00:00:00,2014-04-09T15:39:00,Nacho,Partner,Transfer,Neutered Male
2 months,A667020,Cat,Domestic Shorthair Mix,Orange Tabby/White,2013-09-20T00:00:00,2013-11-30T09:45:00,Toby,partner,Adoption,Intact Male
10 months,A687066,Dog,Pit Bull Mix,Gray/White,2013-10-01T00:00:00,2014-08-31T17:12:00,Blaze,partner,Return to Owner,Neutered Male
1 day,A675466,Cat,Domestic Shorthair Mix,White,2014-03-28T00:00:00,2014-03-29T15:33:00,Lucy,Partner,Transfer,Intact Male
5 months,A661130,Cat,Domestic Shorthair Mix,Black,2013-07-15T00:00:00,2013-12-17T12:13:00,*Jayna,Partner,Transfer,Spayed Female
1 year,A667412,Dog,Pit Bull Mix,White/Brown Brindle,2012-11-17T00:00:00,2013-11-30T11:57:00,Mello,Partner,Transfer,Intact Female
1 year,A672549,Dog,Pit Bull Mix,Black/White,2013-02-12T00:00:00,2014-02-24T16:59:00,Aries,partner,Adoption,Neutered Male
5 months,A665894,Cat,Domestic Shorthair Mix,Cream Tabby,2013-05-09T00:00:00,2013-10-27T14:43:00,*Freddie,Partner,Transfer,Neutered Male
